Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps
4683	3207	7.423611111111111	432	529088	4683	3207	7.423611111111111	432	529088	4683	3207	7.423611111111111	432	529088	4683	3207	7.423611111111111	432	529088	4683	3207	7.423611111111111	432	529088	4683	3207	7.423611111111111	432	529088	4683	3207	7.423611111111111	432	529088	4683	3207	7.423611111111111	432	529088	4683	3207	7.423611111111111	432	529088	4683	3207	7.423611111111111	432	529088	4683	3207	7.423611111111111	432	529088	4683	3207	7.423611111111111	432	529088	4683	3207	7.423611111111111	432	529088	4683	3207	7.423611111111111	432	529088	4683	3207	7.423611111111111	432	529088
4684	2892	6.513513513513513	444	529532	4684	2892	6.513513513513513	444	529532	4684	2892	6.513513513513513	444	529532	4684	2892	6.513513513513513	444	529532	4684	2892	6.513513513513513	444	529532	4684	2892	6.513513513513513	444	529532	4684	2892	6.513513513513513	444	529532	4684	2892	6.513513513513513	444	529532	4684	2892	6.513513513513513	444	529532	4684	2892	6.513513513513513	444	529532	4684	2892	6.513513513513513	444	529532	4684	2892	6.513513513513513	444	529532	4684	2892	6.513513513513513	444	529532	4684	2892	6.513513513513513	444	529532	4684	2892	6.513513513513513	444	529532
4685	2247	7.99644128113879	281	529813	4685	2247	7.99644128113879	281	529813	4685	2247	7.99644128113879	281	529813	4685	2247	7.99644128113879	281	529813	4685	2247	7.99644128113879	281	529813	4685	2247	7.99644128113879	281	529813	4685	2247	7.99644128113879	281	529813	4685	2247	7.99644128113879	281	529813	4685	2247	7.99644128113879	281	529813	4685	2247	7.99644128113879	281	529813	4685	2247	7.99644128113879	281	529813	4685	2247	7.99644128113879	281	529813	4685	2247	7.99644128113879	281	529813	4685	2247	7.99644128113879	281	529813	4685	2247	7.99644128113879	281	529813
4686	1702	7.736363636363636	220	530033	4686	1702	7.736363636363636	220	530033	4686	1702	7.736363636363636	220	530033	4686	1702	7.736363636363636	220	530033	4686	1702	7.736363636363636	220	530033	4686	1702	7.736363636363636	220	530033	4686	1702	7.736363636363636	220	530033	4686	1702	7.736363636363636	220	530033	4686	1702	7.736363636363636	220	530033	4686	1702	7.736363636363636	220	530033	4686	1702	7.736363636363636	220	530033	4686	1702	7.736363636363636	220	530033	4686	1702	7.736363636363636	220	530033	4686	1702	7.736363636363636	220	530033	4686	1702	7.736363636363636	220	530033
4687	2569	7.077134986225896	363	530396	4687	2569	7.077134986225896	363	530396	4687	2569	7.077134986225896	363	530396	4687	2569	7.077134986225896	363	530396	4687	2569	7.077134986225896	363	530396	4687	2569	7.077134986225896	363	530396	4687	2569	7.077134986225896	363	530396	4687	2569	7.077134986225896	363	530396	4687	2569	7.077134986225896	363	530396	4687	2569	7.077134986225896	363	530396	4687	2569	7.077134986225896	363	530396	4687	2569	7.077134986225896	363	530396	4687	2569	7.077134986225896	363	530396	4687	2569	7.077134986225896	363	530396	4687	2569	7.077134986225896	363	530396
4688	629	7.765432098765432	81	530477	4688	629	7.765432098765432	81	530477	4688	629	7.765432098765432	81	530477	4688	629	7.765432098765432	81	530477	4688	629	7.765432098765432	81	530477	4688	629	7.765432098765432	81	530477	4688	629	7.765432098765432	81	530477	4688	629	7.765432098765432	81	530477	4688	629	7.765432098765432	81	530477	4688	629	7.765432098765432	81	530477	4688	629	7.765432098765432	81	530477	4688	629	7.765432098765432	81	530477	4688	629	7.765432098765432	81	530477	4688	629	7.765432098765432	81	530477	4688	629	7.765432098765432	81	530477
4689	1378	9.842857142857143	140	530617	4689	1378	9.842857142857143	140	530617	4689	1378	9.842857142857143	140	530617	4689	1378	9.842857142857143	140	530617	4689	1378	9.842857142857143	140	530617	4689	1378	9.842857142857143	140	530617	4689	1378	9.842857142857143	140	530617	4689	1378	9.842857142857143	140	530617	4689	1378	9.842857142857143	140	530617	4689	1378	9.842857142857143	140	530617	4689	1378	9.842857142857143	140	530617	4689	1378	9.842857142857143	140	530617	4689	1378	9.842857142857143	140	530617	4689	1378	9.842857142857143	140	530617	4689	1378	9.842857142857143	140	530617
4690	2059	7.711610486891386	267	530884	4690	2059	7.711610486891386	267	530884	4690	2059	7.711610486891386	267	530884	4690	2059	7.711610486891386	267	530884	4690	2059	7.711610486891386	267	530884	4690	2059	7.711610486891386	267	530884	4690	2059	7.711610486891386	267	530884	4690	2059	7.711610486891386	267	530884	4690	2059	7.711610486891386	267	530884	4690	2059	7.711610486891386	267	530884	4690	2059	7.711610486891386	267	530884	4690	2059	7.711610486891386	267	530884	4690	2059	7.711610486891386	267	530884	4690	2059	7.711610486891386	267	530884	4690	2059	7.711610486891386	267	530884
4691	1495	6.644444444444445	225	531109	4691	1495	6.644444444444445	225	531109	4691	1495	6.644444444444445	225	531109	4691	1495	6.644444444444445	225	531109	4691	1495	6.644444444444445	225	531109	4691	1495	6.644444444444445	225	531109	4691	1495	6.644444444444445	225	531109	4691	1495	6.644444444444445	225	531109	4691	1495	6.644444444444445	225	531109	4691	1495	6.644444444444445	225	531109	4691	1495	6.644444444444445	225	531109	4691	1495	6.644444444444445	225	531109	4691	1495	6.644444444444445	225	531109	4691	1495	6.644444444444445	225	531109	4691	1495	6.644444444444445	225	531109
4692	1089	8.642857142857142	126	531235	4692	1089	8.642857142857142	126	531235	4692	1089	8.642857142857142	126	531235	4692	1089	8.642857142857142	126	531235	4692	1089	8.642857142857142	126	531235	4692	1089	8.642857142857142	126	531235	4692	1089	8.642857142857142	126	531235	4692	1089	8.642857142857142	126	531235	4692	1089	8.642857142857142	126	531235	4692	1089	8.642857142857142	126	531235	4692	1089	8.642857142857142	126	531235	4692	1089	8.642857142857142	126	531235	4692	1089	8.642857142857142	126	531235	4692	1089	8.642857142857142	126	531235	4692	1089	8.642857142857142	126	531235
4693	2116	6.803858520900322	311	531546	4693	2116	6.803858520900322	311	531546	4693	2116	6.803858520900322	311	531546	4693	2116	6.803858520900322	311	531546	4693	2116	6.803858520900322	311	531546	4693	2116	6.803858520900322	311	531546	4693	2116	6.803858520900322	311	531546	4693	2116	6.803858520900322	311	531546	4693	2116	6.803858520900322	311	531546	4693	2116	6.803858520900322	311	531546	4693	2116	6.803858520900322	311	531546	4693	2116	6.803858520900322	311	531546	4693	2116	6.803858520900322	311	531546	4693	2116	6.803858520900322	311	531546	4693	2116	6.803858520900322	311	531546
4694	2189	6.457227138643068	339	531885	4694	2189	6.457227138643068	339	531885	4694	2189	6.457227138643068	339	531885	4694	2189	6.457227138643068	339	531885	4694	2189	6.457227138643068	339	531885	4694	2189	6.457227138643068	339	531885	4694	2189	6.457227138643068	339	531885	4694	2189	6.457227138643068	339	531885	4694	2189	6.457227138643068	339	531885	4694	2189	6.457227138643068	339	531885	4694	2189	6.457227138643068	339	531885	4694	2189	6.457227138643068	339	531885	4694	2189	6.457227138643068	339	531885	4694	2189	6.457227138643068	339	531885	4694	2189	6.457227138643068	339	531885
4695	1866	7.232558139534884	258	532143	4695	1866	7.232558139534884	258	532143	4695	1866	7.232558139534884	258	532143	4695	1866	7.232558139534884	258	532143	4695	1866	7.232558139534884	258	532143	4695	1866	7.232558139534884	258	532143	4695	1866	7.232558139534884	258	532143	4695	1866	7.232558139534884	258	532143	4695	1866	7.232558139534884	258	532143	4695	1866	7.232558139534884	258	532143	4695	1866	7.232558139534884	258	532143	4695	1866	7.232558139534884	258	532143	4695	1866	7.232558139534884	258	532143	4695	1866	7.232558139534884	258	532143	4695	1866	7.232558139534884	258	532143
4696	2223	7.288524590163934	305	532448	4696	2223	7.288524590163934	305	532448	4696	2223	7.288524590163934	305	532448	4696	2223	7.288524590163934	305	532448	4696	2223	7.288524590163934	305	532448	4696	2223	7.288524590163934	305	532448	4696	2223	7.288524590163934	305	532448	4696	2223	7.288524590163934	305	532448	4696	2223	7.288524590163934	305	532448	4696	2223	7.288524590163934	305	532448	4696	2223	7.288524590163934	305	532448	4696	2223	7.288524590163934	305	532448	4696	2223	7.288524590163934	305	532448	4696	2223	7.288524590163934	305	532448	4696	2223	7.288524590163934	305	532448
4697	803	7.36697247706422	109	532557	4697	803	7.36697247706422	109	532557	4697	803	7.36697247706422	109	532557	4697	803	7.36697247706422	109	532557	4697	803	7.36697247706422	109	532557	4697	803	7.36697247706422	109	532557	4697	803	7.36697247706422	109	532557	4697	803	7.36697247706422	109	532557	4697	803	7.36697247706422	109	532557	4697	803	7.36697247706422	109	532557	4697	803	7.36697247706422	109	532557	4697	803	7.36697247706422	109	532557	4697	803	7.36697247706422	109	532557	4697	803	7.36697247706422	109	532557	4697	803	7.36697247706422	109	532557
4698	-100	-50.0	2	532559	4698	-100	-50.0	2	532559	4698	-100	-50.0	2	532559	4698	-100	-50.0	2	532559	4698	-100	-50.0	2	532559	4698	-100	-50.0	2	532559	4698	-100	-50.0	2	532559	4698	-100	-50.0	2	532559	4698	-100	-50.0	2	532559	4698	-100	-50.0	2	532559	4698	-100	-50.0	2	532559	4698	-100	-50.0	2	532559	4698	-100	-50.0	2	532559	4698	-100	-50.0	2	532559	4698	-100	-50.0	2	532559
4699	1000	8.771929824561404	114	532673	4699	1000	8.771929824561404	114	532673	4699	1000	8.771929824561404	114	532673	4699	1000	8.771929824561404	114	532673	4699	1000	8.771929824561404	114	532673	4699	1000	8.771929824561404	114	532673	4699	1000	8.771929824561404	114	532673	4699	1000	8.771929824561404	114	532673	4699	1000	8.771929824561404	114	532673	4699	1000	8.771929824561404	114	532673	4699	1000	8.771929824561404	114	532673	4699	1000	8.771929824561404	114	532673	4699	1000	8.771929824561404	114	532673	4699	1000	8.771929824561404	114	532673	4699	1000	8.771929824561404	114	532673
4700	3161	6.612970711297071	478	533151	4700	3161	6.612970711297071	478	533151	4700	3161	6.612970711297071	478	533151	4700	3161	6.612970711297071	478	533151	4700	3161	6.612970711297071	478	533151	4700	3161	6.612970711297071	478	533151	4700	3161	6.612970711297071	478	533151	4700	3161	6.612970711297071	478	533151	4700	3161	6.612970711297071	478	533151	4700	3161	6.612970711297071	478	533151	4700	3161	6.612970711297071	478	533151	4700	3161	6.612970711297071	478	533151	4700	3161	6.612970711297071	478	533151	4700	3161	6.612970711297071	478	533151	4700	3161	6.612970711297071	478	533151
4701	1750	6.410256410256411	273	533424	4701	1750	6.410256410256411	273	533424	4701	1750	6.410256410256411	273	533424	4701	1750	6.410256410256411	273	533424	4701	1750	6.410256410256411	273	533424	4701	1750	6.410256410256411	273	533424	4701	1750	6.410256410256411	273	533424	4701	1750	6.410256410256411	273	533424	4701	1750	6.410256410256411	273	533424	4701	1750	6.410256410256411	273	533424	4701	1750	6.410256410256411	273	533424	4701	1750	6.410256410256411	273	533424	4701	1750	6.410256410256411	273	533424	4701	1750	6.410256410256411	273	533424	4701	1750	6.410256410256411	273	533424
4702	2369	6.562326869806094	361	533785	4702	2369	6.562326869806094	361	533785	4702	2369	6.562326869806094	361	533785	4702	2369	6.562326869806094	361	533785	4702	2369	6.562326869806094	361	533785	4702	2369	6.562326869806094	361	533785	4702	2369	6.562326869806094	361	533785	4702	2369	6.562326869806094	361	533785	4702	2369	6.562326869806094	361	533785	4702	2369	6.562326869806094	361	533785	4702	2369	6.562326869806094	361	533785	4702	2369	6.562326869806094	361	533785	4702	2369	6.562326869806094	361	533785	4702	2369	6.562326869806094	361	533785	4702	2369	6.562326869806094	361	533785
4703	2598	5.972413793103448	435	534220	4703	2598	5.972413793103448	435	534220	4703	2598	5.972413793103448	435	534220	4703	2598	5.972413793103448	435	534220	4703	2598	5.972413793103448	435	534220	4703	2598	5.972413793103448	435	534220	4703	2598	5.972413793103448	435	534220	4703	2598	5.972413793103448	435	534220	4703	2598	5.972413793103448	435	534220	4703	2598	5.972413793103448	435	534220	4703	2598	5.972413793103448	435	534220	4703	2598	5.972413793103448	435	534220	4703	2598	5.972413793103448	435	534220	4703	2598	5.972413793103448	435	534220	4703	2598	5.972413793103448	435	534220
4704	-100	-50.0	2	534222	4704	-100	-50.0	2	534222	4704	-100	-50.0	2	534222	4704	-100	-50.0	2	534222	4704	-100	-50.0	2	534222	4704	-100	-50.0	2	534222	4704	-100	-50.0	2	534222	4704	-100	-50.0	2	534222	4704	-100	-50.0	2	534222	4704	-100	-50.0	2	534222	4704	-100	-50.0	2	534222	4704	-100	-50.0	2	534222	4704	-100	-50.0	2	534222	4704	-100	-50.0	2	534222	4704	-100	-50.0	2	534222
4705	3565	7.458158995815899	478	534700	4705	3565	7.458158995815899	478	534700	4705	3565	7.458158995815899	478	534700	4705	3565	7.458158995815899	478	534700	4705	3565	7.458158995815899	478	534700	4705	3565	7.458158995815899	478	534700	4705	3565	7.458158995815899	478	534700	4705	3565	7.458158995815899	478	534700	4705	3565	7.458158995815899	478	534700	4705	3565	7.458158995815899	478	534700	4705	3565	7.458158995815899	478	534700	4705	3565	7.458158995815899	478	534700	4705	3565	7.458158995815899	478	534700	4705	3565	7.458158995815899	478	534700	4705	3565	7.458158995815899	478	534700
4706	1700	7.657657657657658	222	534922	4706	1700	7.657657657657658	222	534922	4706	1700	7.657657657657658	222	534922	4706	1700	7.657657657657658	222	534922	4706	1700	7.657657657657658	222	534922	4706	1700	7.657657657657658	222	534922	4706	1700	7.657657657657658	222	534922	4706	1700	7.657657657657658	222	534922	4706	1700	7.657657657657658	222	534922	4706	1700	7.657657657657658	222	534922	4706	1700	7.657657657657658	222	534922	4706	1700	7.657657657657658	222	534922	4706	1700	7.657657657657658	222	534922	4706	1700	7.657657657657658	222	534922	4706	1700	7.657657657657658	222	534922
4707	1797	7.951327433628318	226	535148	4707	1797	7.951327433628318	226	535148	4707	1797	7.951327433628318	226	535148	4707	1797	7.951327433628318	226	535148	4707	1797	7.951327433628318	226	535148	4707	1797	7.951327433628318	226	535148	4707	1797	7.951327433628318	226	535148	4707	1797	7.951327433628318	226	535148	4707	1797	7.951327433628318	226	535148	4707	1797	7.951327433628318	226	535148	4707	1797	7.951327433628318	226	535148	4707	1797	7.951327433628318	226	535148	4707	1797	7.951327433628318	226	535148	4707	1797	7.951327433628318	226	535148	4707	1797	7.951327433628318	226	535148
4708	3150	6.441717791411043	489	535637	4708	3150	6.441717791411043	489	535637	4708	3150	6.441717791411043	489	535637	4708	3150	6.441717791411043	489	535637	4708	3150	6.441717791411043	489	535637	4708	3150	6.441717791411043	489	535637	4708	3150	6.441717791411043	489	535637	4708	3150	6.441717791411043	489	535637	4708	3150	6.441717791411043	489	535637	4708	3150	6.441717791411043	489	535637	4708	3150	6.441717791411043	489	535637	4708	3150	6.441717791411043	489	535637	4708	3150	6.441717791411043	489	535637	4708	3150	6.441717791411043	489	535637	4708	3150	6.441717791411043	489	535637
4709	434	5.864864864864865	74	535711	4709	434	5.864864864864865	74	535711	4709	434	5.864864864864865	74	535711	4709	434	5.864864864864865	74	535711	4709	434	5.864864864864865	74	535711	4709	434	5.864864864864865	74	535711	4709	434	5.864864864864865	74	535711	4709	434	5.864864864864865	74	535711	4709	434	5.864864864864865	74	535711	4709	434	5.864864864864865	74	535711	4709	434	5.864864864864865	74	535711	4709	434	5.864864864864865	74	535711	4709	434	5.864864864864865	74	535711	4709	434	5.864864864864865	74	535711	4709	434	5.864864864864865	74	535711
4710	3470	7.351694915254237	472	536183	4710	3470	7.351694915254237	472	536183	4710	3470	7.351694915254237	472	536183	4710	3470	7.351694915254237	472	536183	4710	3470	7.351694915254237	472	536183	4710	3470	7.351694915254237	472	536183	4710	3470	7.351694915254237	472	536183	4710	3470	7.351694915254237	472	536183	4710	3470	7.351694915254237	472	536183	4710	3470	7.351694915254237	472	536183	4710	3470	7.351694915254237	472	536183	4710	3470	7.351694915254237	472	536183	4710	3470	7.351694915254237	472	536183	4710	3470	7.351694915254237	472	536183	4710	3470	7.351694915254237	472	536183
4711	2498	7.501501501501502	333	536516	4711	2498	7.501501501501502	333	536516	4711	2498	7.501501501501502	333	536516	4711	2498	7.501501501501502	333	536516	4711	2498	7.501501501501502	333	536516	4711	2498	7.501501501501502	333	536516	4711	2498	7.501501501501502	333	536516	4711	2498	7.501501501501502	333	536516	4711	2498	7.501501501501502	333	536516	4711	2498	7.501501501501502	333	536516	4711	2498	7.501501501501502	333	536516	4711	2498	7.501501501501502	333	536516	4711	2498	7.501501501501502	333	536516	4711	2498	7.501501501501502	333	536516	4711	2498	7.501501501501502	333	536516
4712	4199	6.440184049079755	652	537168	4712	4199	6.440184049079755	652	537168	4712	4199	6.440184049079755	652	537168	4712	4199	6.440184049079755	652	537168	4712	4199	6.440184049079755	652	537168	4712	4199	6.440184049079755	652	537168	4712	4199	6.440184049079755	652	537168	4712	4199	6.440184049079755	652	537168	4712	4199	6.440184049079755	652	537168	4712	4199	6.440184049079755	652	537168	4712	4199	6.440184049079755	652	537168	4712	4199	6.440184049079755	652	537168	4712	4199	6.440184049079755	652	537168	4712	4199	6.440184049079755	652	537168	4712	4199	6.440184049079755	652	537168
4713	3794	6.8731884057971016	552	537720	4713	3794	6.8731884057971016	552	537720	4713	3794	6.8731884057971016	552	537720	4713	3794	6.8731884057971016	552	537720	4713	3794	6.8731884057971016	552	537720	4713	3794	6.8731884057971016	552	537720	4713	3794	6.8731884057971016	552	537720	4713	3794	6.8731884057971016	552	537720	4713	3794	6.8731884057971016	552	537720	4713	3794	6.8731884057971016	552	537720	4713	3794	6.8731884057971016	552	537720	4713	3794	6.8731884057971016	552	537720	4713	3794	6.8731884057971016	552	537720	4713	3794	6.8731884057971016	552	537720	4713	3794	6.8731884057971016	552	537720
4714	2603	7.911854103343465	329	538049	4714	2603	7.911854103343465	329	538049	4714	2603	7.911854103343465	329	538049	4714	2603	7.911854103343465	329	538049	4714	2603	7.911854103343465	329	538049	4714	2603	7.911854103343465	329	538049	4714	2603	7.911854103343465	329	538049	4714	2603	7.911854103343465	329	538049	4714	2603	7.911854103343465	329	538049	4714	2603	7.911854103343465	329	538049	4714	2603	7.911854103343465	329	538049	4714	2603	7.911854103343465	329	538049	4714	2603	7.911854103343465	329	538049	4714	2603	7.911854103343465	329	538049	4714	2603	7.911854103343465	329	538049
